level,group_key,file_count,bytes,aggregate_sha256,role_counts_json
subtree,collections/fawaz-hadith-api-v1/editions/rus-muslim.json,1,3266391,55206C2362C66C486B9AEFF52C5208EE31170432F14BBDD2FB71E8DA6303B5AD,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/rus-muslim.min.json,1,2834760,F845D2CBCB833C5274181F9E559926A8313EE30DDBC7B8948D5ED5741FF77591,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-bukhari,15322,69575534,DE34A068838B9B2C400A16B6DD52304159EDAFD686087FA65B7C2891C3C916A9,"{""generated"": 7661, ""mirror"": 7661}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-bukhari.json,1,16600071,45E33912AAF7A91F29A517860B41CC3EF241406161359343CA0E4DD37C246A27,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-bukhari.min.json,1,16163049,3DC87C08AA7307EF9FCB3C9B8F27B18424B17ED9C77B4452AF77968394EDB01E,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-muslim,15240,32457172,CF0329474BAAEF9746EB93DF9FA19E5123014F8E2E2C3736B8B0645689600F77,"{""generated"": 7620, ""mirror"": 7620}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-muslim.json,1,7313068,0FBFB04917BD159954F186C6ECC1378A8E43EF4DA27D27478F9956290BB5E339,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tam-muslim.min.json,1,6881437,771B8BB03BE954EB24BF83200F77EA0F00D267273E9896661319F53DEB582C3D,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-abudawud,10636,21476561,C7764DB94CFE082AA1414BC4E9ADE14619740F1C990FB2501BC247057BF4E8AE,"{""generated"": 5318, ""mirror"": 5318}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-abudawud.json,1,5079075,772D6A210238212343267395C4059F341EAB8496043A77EFEDF7E23A68711634,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-abudawud.min.json,1,4223164,7D0C1B0018D030AB890A5EC9DEA9C774F3664366093983E18ECA0942E6CF7DB7,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-bukhari,15322,45595086,342FA45675D9ECEF343DDF839B03A4591BF98894496D10AE29B4DA780DD32DAB,"{""generated"": 7661, ""mirror"": 7661}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-bukhari.json,1,10604959,AEDB17C4C2BA2AAFC7C3DD7D2ACBEEB5A2958EFEA0C430D99289067F45B54CAA,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-bukhari.min.json,1,10167937,35AD06FB9FFBB725310D277E186CA305BD8649BA01FD9C69B4436FD63C0A8794,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-ibnmajah,8758,21965774,2757D5F873C3EB5609C4AA634C8096EADB3C6C4F07E0A7D97F99FC6A2E4E647C,"{""generated"": 4379, ""mirror"": 4379}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-ibnmajah.json,1,5277198,63C751FC78F6EFBB9392F1306DB6F7A78160A92073A4C9CD368C95F9F9E993F7,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-ibnmajah.min.json,1,4553069,494ADCCE14C60E0B7799355A722D5EDF83DCD85CF1D85E116C9F5F9ED069D6AE,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-malik,3840,4903574,209017C77F9166D8EA8E3AE69561729D16A25B2C274214349DF5BFF4BE21CA27,"{""generated"": 1920, ""mirror"": 1920}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-malik.json,1,1082953,BB067B7858C354CC217FB8A2A8F4F2A8AB6933CCCE5C392B2508B3E34D3DE0B0,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-malik.min.json,1,912904,74A386D5EAD6523C83929E6BAD9C4C31A576CF38F060FC77DDB0FB83B42332F7,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-muslim,15240,31965956,F78A7013D86E5F876997267B4B89155CCDEE7728921C702E5EE54789651C7C26,"{""generated"": 7620, ""mirror"": 7620}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-muslim.json,1,7190264,3983867817DC0128C298104B953745C2EC32DDAA4A905E09918209788ABCF8A0,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-muslim.min.json,1,6758633,57762DB0D2AF2C092199BDF80F94C4E96C531A14A703F9988AC950884AAE49E4,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nasai,11620,11058664,992F0D2823F734E11AFB0591113B31F540332E823A98B5A15C023F51D8D2FB89,"{""generated"": 5810, ""mirror"": 5810}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nasai.json,1,2411710,4925029B2DA8C8BAD1CA96DA1622A2DE329AA5D2343347F4D4540CB224ADB640,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nasai.min.json,1,1574676,7971FEBEFA1D16E6F1652B02464EFBEB3C173C36B52A9145819E2ADFC8DC0C04,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nawawi,88,124897,F9BA3D644DC1F04CDEC2126E686EEF0B8DCD0FB0E4D705542815A797EAC050B7,"{""generated"": 44, ""mirror"": 44}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nawawi.json,1,27083,71A539A16018EC73F5673DE9DD03A48EEA30384BC2C8BCAEF72ABA4B118CCDD3,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-nawawi.min.json,1,24560,7D7E3CD7DAF0AA32407D0D869636BCE96223BD1F0333A6278348C7B1F8804DCA,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-tirmidhi,8012,17755281,BD02AA5BA2CE6D08367A59FD1B30C4C4A819AE35F8FF6DB4349F4DC05DF565E9,"{""generated"": 4006, ""mirror"": 4006}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-tirmidhi.json,1,4231934,5EB3411DF1BEB4E9528EAA87A1F0E939EF8A77AC231EC5ED86E1CA5359C943E0,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/tur-tirmidhi.min.json,1,3595253,931EA36ECDF712B2441EA4266F59BD942C809E8DF4B43A6ECB5E8BEC7D01961B,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-abudawud,10636,25970601,62D1244C7150D8003A5C889168DB0A429EDC858E3FF75DD26FB4C210FBB36D3E,"{""generated"": 5318, ""mirror"": 5318}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-abudawud.json,1,6202585,BAB8E38DAC2A4ADAE6B19013036C3D72AE298392355CA7505FD896E0459CCA75,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-abudawud.min.json,1,5346674,9F7C7DBA5FCDCCEF2C591ED9244F9CAFAF8642E19A41D32BF522154058D87D23,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-bukhari,15322,43262782,6E6D4F35B683B61D7ACDE0B22F3FBBF2C1642625E4F785247702D0D20DF2A915,"{""generated"": 7661, ""mirror"": 7661}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-bukhari.json,1,10021883,F3EB97706D4889EAC05DBEE3438FD27B272FE26C7DFC03AB35E313AD846780F7,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-bukhari.min.json,1,9584861,C34F8984A38CB669FFC13B52786F27E3F7CE648076B93E1D7E505078A29B4AB3,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-ibnmajah,8758,18677934,5AC421B3C930827FEF955862ACED1F6F1492995DA5A31FC393F2A2690F171650,"{""generated"": 4379, ""mirror"": 4379}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-ibnmajah.json,1,4455238,966E82570831CE79FBB67E264DE030C77B47B853DDF14704C804798AEA7014D4,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-ibnmajah.min.json,1,3731109,420B79C22E04F675907D5E6C2214E0884CDBA7C910797A70410484B0B99A529A,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-malik,3840,6676584,50E40C847FF4165476EA36BE69086389985132444BCD98C08AB1415D4E01DECA,"{""generated"": 1920, ""mirror"": 1920}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-malik.json,1,1527089,9CF1B04999C2BCEB28D961CC0F1FD83242053E3853D4492F3DC97AC1DE0D31DA,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-malik.min.json,1,1355273,301A3B8556216C5BF2E2DF231071F7A7550BA0D11F5B95DDF80386B313E923C7,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-muslim,15240,34101715,12CA5A6B480FCEA0ACED5D475B26CC17586805144BAA7E78C3D4852C3BD42F7F,"{""generated"": 7620, ""mirror"": 7620}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-muslim.json,1,7733341,7303EB36AAF0562D33A582754C51F3AF853B8B368D39500AFAB0B4EFD12A5689,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-muslim.min.json,1,7301659,5D5B85647A5F79C1313DA86A474DF04B5BD7D2C3978447F88F5A0428B9A2292F,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-nasai,11620,20631592,F261CF33FCB7E23FCB31A6345CAB91D59BE3B2A77B6F03020C22D0F1867F6ECB,"{""generated"": 5810, ""mirror"": 5810}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-nasai.json,1,4804942,723F8750C64063859198B8BB1B18E61DB5F063FD33A07D2E5D85DAEB2575F00D,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-nasai.min.json,1,3967908,22987F9F88C412E2F42E2FEFC1AFBEC8094D2B136C454DC41A93EAB70A55FC18,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-tirmidhi,8012,24232837,F349602E43FE5FD8D5778DB001F9317129A671EAED83B879FAA0D85775AD2C05,"{""generated"": 4006, ""mirror"": 4006}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-tirmidhi.json,1,5851323,A88C98FEC167311E48289B8C854C793BD7DF6B14F5E11F1923D9C51B070324D5,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/editions/urd-tirmidhi.min.json,1,5214642,2DCA104942941FDFD1BD2A31F80DF2978A004F10F90471BD4584B29637C49D93,"{""mirror"": 1}"
subtree,collections/fawaz-hadith-api-v1/hadith.jpg,1,910721,E973D35B5E2ADF6753D967F497E111D52E2A40E3AF98724E56FA2C7079137AC1,"{""support"": 1}"
subtree,collections/fawaz-hadith-api-v1/info.json,1,10942410,664A06208AB88450AB07F11975C4200C48B3FCCA5CC5007F0A84E9E9BDD8E249,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/info.min.json,1,6438320,6E9F42671770018B6A45A1BD001178FB00A5E70A442BC3E0070A381815271028,"{""principal"": 1}"
subtree,collections/fawaz-hadith-api-v1/infofixer.js,1,2051,D6F5505670DD70B9792495EDD3943D5BFFB190200D4DDD15AFBD45D40487D0C2,"{""support"": 1}"
subtree,collections/fawaz-hadith-api-v1/log.txt,1,166556,3FF1CE87CDC985B2D5B3E950400024EAAB0842AE7B8DA744604084D065EE24AC,"{""payload_unselected"": 1}"
subtree,collections/fawaz-hadith-api-v1/others,7,53850061,216B14780C33DD968AB9D4E104482D7C9C173F8E5761ED74219772CC739EE8AC,"{""payload_unselected"": 1, ""principal"": 1, ""support"": 5}"
subtree,collections/fawaz-hadith-api-v1/package-lock.json,1,7777,0CB28D52CAE7B4107506904A997777CD246F0DBA6B86D2E880687E6458510478,"{""metadata"": 1}"
subtree,collections/fawaz-hadith-api-v1/package.json,1,623,B51512E0FA326C7BF193F7F33CF9995BB2547C20CB2E7E1AB8B1037C7BD01F04,"{""metadata"": 1}"
subtree,collections/fawaz-hadith-api-v1/start,1,0,6FEEB9AD10CCC3E793A1362414BBE220538C6F32E52C8D02E5546ACEB254DEFA,"{""support"": 1}"
subtree,collections/fawaz-hadith-api-v1/utilities.js,1,9867,D80EB646CC3A211CD48D1B37B6DCEE33DB0A4E9AEAC767C22D1BEECCA004E295,"{""support"": 1}"
subtree,collections/hf-all-hadiths-cleaned/.gitattributes,1,2536,454EC1EAA7E18F6C5BD68B7824262838A91B8747DF625B369DD543812698FB78,"{""support"": 1}"
subtree,collections/hf-all-hadiths-cleaned/README.md,1,175,CB3E34492AF60844CE6382D9241A75ED533CD83BF5312508D0BA112100792B70,"{""metadata"": 1}"
subtree,collections/hf-all-hadiths-cleaned/all_hadiths_clean.csv,1,41069994,58125EB00F3BBEBE8C112F5EB95969815067C0AFDA3809402FA51A3BD471D8E2,"{""principal"": 1}"
subtree,collections/hf-fawaz-hadith-data/.gitattributes,1,2477,51412706E61616694AA2B9D16A839F75B3ED707B6169364D720DC10E692B8858,"{""support"": 1}"
subtree,collections/hf-fawaz-hadith-data/README.md,1,1387,EE985D3E257325DCC8D41275C2C2B37F27FF27BB737D44B9A4209EA3D6720124,"{""metadata"": 1}"
subtree,collections/hf-fawaz-hadith-data/data,1,95807528,449DB9840B4EA6D159A392F9878F3114C00D840D60A1B039B3026FEE14CC57A5,"{""principal"": 1}"
subtree,collections/hf-jimlam-hadith-data-hyphen/.gitattributes,1,2477,A2563E9B92EB9DF5D052F5BF93D055A6E4D78CD3ECC24E2DD6211042A7A7514B,"{""support"": 1}"
subtree,collections/hf-jimlam-hadith-data-hyphen/README.md,1,420,E94D483E183C09055B42BB1CFB0C9FE1C5301BED5A2341E7D71D4B123A5C0FB2,"{""metadata"": 1}"
subtree,collections/hf-jimlam-hadith-data-hyphen/data,1,2112969,A8CFCBCC3AD0B9CA291EAAFDC14B264B04B6A8500458E2AE9123FCB3E4F91C61,"{""principal"": 1}"
subtree,collections/hf-jimlam-hadith-data/.gitattributes,1,2477,301A826D928CBCE601ADC96C5F449B343C136568E03624F63B023306102CE831,"{""support"": 1}"
subtree,collections/hf-jimlam-hadith-data/README.md,1,423,5885DAC95A22AE19D21222B540E564FEA94EEC12BF2877F01B80D9E37D599AB9,"{""metadata"": 1}"
subtree,collections/hf-jimlam-hadith-data/data,1,8243895,7045713A57F9243AF75074617E3BDC16141BC671D468CDE22B139DAA4E328366,"{""principal"": 1}"
subtree,collections/hf-maic-all-hadith/.gitattributes,1,2319,D0FBB3F56D442B81A6AF75FA7F27C5EC3DCCEB5F51DAF6852CB5A7BF96DC7084,"{""support"": 1}"
subtree,collections/hf-maic-all-hadith/README.md,1,607,382993BC4A811272E7A27AA86FAA17EDECFEDAEAACE5B8B389B49525047B9040,"{""metadata"": 1}"
subtree,collections/hf-maic-all-hadith/data,1,15794467,493286EBFCD3D36709DD833F167859F2034552FC4FFB977BA2022D952163861A,"{""principal"": 1}"
subtree,collections/hf-ronnieaban-sunnah/.gitattributes,1,2616,0F7A72932AE19112CC3037881387DC0105999B128CDABC1AFC8E889D6C34F959,"{""support"": 1}"
subtree,collections/hf-ronnieaban-sunnah/README.md,1,3468,5898F738CD5FF071B9C561770B95064B936B2AC17B71594C0D45A43E94C90202,"{""metadata"": 1}"
subtree,collections/hf-ronnieaban-sunnah/Sunnah.csv,1,71543839,46BC56780CE118F36E03207E666237BEF4EC8A99FC74A9F645CF126E99CC5051,"{""principal"": 1}"
subtree,collections/hf-sarfarazmir-hadith-dataset/.gitattributes,1,2362,4661BF6072FEA4988D771D7DA87CC11DBC55F7646AC40A7AE1C1DFC63609CB6A,"{""support"": 1}"
subtree,collections/hf-sarfarazmir-hadith-dataset/prompts.csv,1,283232,320FA71E3B2DF927BAACB82D0325579E8189CD79FCCD8DFC064ED58A0E44CCC4,"{""payload_unselected"": 1}"
subtree,multilingual/hf-abdo-arabic-hadith/.gitattributes,1,706,753BED4E974A63B3F590F5F35F4FD21A8F2ACA6B154B7065CFB172FDBC3F4429,"{""support"": 1}"
subtree,multilingual/hf-abdo-arabic-hadith/README.md,1,1147,01659081A2D43A9999AB93BC838CE6BF89FD371CA9D805F5532FB0BA910DDD95,"{""metadata"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/.gitattributes,1,2786,01F25C189FDCD6EF0E153308BFDA7B47219A16DB3B12CC3FBDC63462A4655FA9,"{""support"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Jami` at-Tirmidhi.csv,1,8388778,A971EB749FCAE0571C827F9C63B41BB030FD186E4828A2E103694536C8FC15F4,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Jami` at-Tirmidhi.json,1,9453547,D1774E7DE67FB66D3F6A70642A574B5EFC345D2749104B9941F092A517CBA35D,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/README.md,1,4472,761595CDD96794043E48CBF0348C578C11D73DAB916E66C6541F07EADE4823CD,"{""metadata"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sahih Muslim.csv,1,12880108,03392AE2B3D1E1A3A313A7A6FAFF8ABFCFC4FA3D52534B85DEF43450DAF69345,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sahih Muslim.json,1,14823053,70481ACDDE3D5D8E7B79633C3542A9E06473D151954DBA37A145CAFAF1069E63,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sahih al-Bukhari.csv,1,14223087,EBFC84448AA6C645902DB0AA0181BB2022EE2686B59A4D606BFD8E99CC4ED76D,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sahih al-Bukhari.json,1,16163964,67EC79FB263323960DA5AA7E7DCB56DB4A12CD1E3AEC5811DA6D1853F7CDEE7F,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan Abi Dawud.csv,1,8466886,58B980498B0FE18019856589CF0CF770B3F22A847A2138915AEE31136E4A9B96,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan Abi Dawud.json,1,9856121,58279CE30F5CA1EA0395B3FCBB1FBD46004D020DD33FEA79F9B4FD382D3E5598,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan Ibn Majah.csv,1,5808147,AF53DD349D3DC292E979B5395772312EE5B95BFBD5CD2DEAB7FD3B09658E9605,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan Ibn Majah.json,1,6898152,F40FBD697B3924E31EA4E80DF58FDB889003E3D73914759D1F524981DC4841AD,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan an-Nasa'i.csv,1,8617306,54252E4244F0DF0FA12D7278340771ABA406F7678236FD0C1E7A7F6282D5A71A,"{""principal"": 1}"
subtree,multilingual/hf-meeatif-hadith-datasets/Sunan an-Nasa'i.json,1,10110800,90891D10313D0471CE8B7D80545B5421F8EAE511E413EBADFAE77EC93590D3BE,"{""principal"": 1}"
subtree,multilingual/hf-sarnsrun-hadiths/.gitattributes,1,2571,63E44FB3BF6F013C7C2D4E1CDB4687431BF03B8530E2BF02316FFC3CC4E783C8,"{""support"": 1}"
subtree,multilingual/hf-sarnsrun-hadiths/README.md,1,33,838DD18727D5BD9343FFBD5FB265CEB5FFE1635F2F46650C9AE2A77278872A41,"{""metadata"": 1}"
subtree,multilingual/hf-sarnsrun-hadiths/hadiths.jsonl,1,17571332,22A51198363695DDD49C73273A7FEC4BE27F7C078F49B155D9E6933DAF067B0B,"{""principal"": 1}"
subtree,official/sunnah-com-api/.env.local.sample,1,175,496593C6A164A946EA67E2BA2EA94A8D7811C8AE96C31E7C2A10810AD82617F2,"{""support"": 1}"
subtree,official/sunnah-com-api/.flake8,1,109,F08AFF14751B0DC4D7B49CF71B05B731EC5EEC9A04C27287C8336B016E9C6912,"{""support"": 1}"
subtree,official/sunnah-com-api/.github,2,2337,95FB66F743D0955204E1E1CF05C9C0F7F2C8C6B72508CB7384265915ED7C8B58,"{""support"": 2}"
subtree,official/sunnah-com-api/.gitignore,1,82,52D03048A34F1395F650B42E51F96C383AC9C3C822E8E8C52925D0104DABB0F1,"{""support"": 1}"
subtree,official/sunnah-com-api/Dockerfile,1,261,4D42FE121046BB03848C2D3CF3B20D4B6258424D0A4E1D2583F5F2012082148E,"{""support"": 1}"
subtree,official/sunnah-com-api/Dockerfile-prod,1,366,F95627A353987711A9D8E12874CDFD32200ECEBFA3B63CEC93211414E881D0D2,"{""support"": 1}"
subtree,official/sunnah-com-api/README.md,1,2497,77812083E2D63FDB9396F20560D137FCF29AA1F0DBE486E60BDFC854CFBE7E4C,"{""metadata"": 1}"
subtree,official/sunnah-com-api/config.py,1,355,C6DD352DF0459E1D9F399208E0B114649CA4ED7D38C7824F7A9D0377190F769C,"{""support"": 1}"
subtree,official/sunnah-com-api/db,1,1475899,60F79A343CD310C137C0E5F30601150DB5A74B5A4090F253827B804B2B1C2100,"{""principal"": 1}"
subtree,official/sunnah-com-api/docker-compose.prod.yml,1,194,BA2B0E6C7E44811338036FF6A3F4B187A46076091750E9944B4B5239F36E716E,"{""support"": 1}"
subtree,official/sunnah-com-api/docker-compose.yml,1,747,391AD27D05614BA7A4859B72E69F4FDC72F21C2B74266FAD1409486D0447B332,"{""support"": 1}"
subtree,official/sunnah-com-api/main.py,1,6742,41A43DCD3D445A038B2176D81744778CABE053A471A5D4002549C1BC7D58F00C,"{""support"": 1}"
subtree,official/sunnah-com-api/models.py,1,4960,2B9EAC13260BECDC026427D3A3B301C69178AA4305C8D634F6308D344D3AAB4E,"{""support"": 1}"
subtree,official/sunnah-com-api/pyproject.toml,1,144,9E49DAF14AD1D2EF8B1603493E3E4007A3B6D36E5195D222B5650A172B634140,"{""support"": 1}"
subtree,official/sunnah-com-api/requirements.txt,1,637,9CBFFB56957452D5D0395C1B167A599041D8DF93872A52CEE9DA4418688CE6FC,"{""payload_unselected"": 1}"
subtree,official/sunnah-com-api/scripts,1,1132,5B9EE9A23F8FEAB9B36CBC81E8BBA4D9ABF1D66E4313E01F346E961AA851C5AC,"{""support"": 1}"
subtree,official/sunnah-com-api/spec.v1.yml,1,15604,639DEEB05228AD92082A5C6F26720D3EF0C32B768358DBCE974E368B2EECC5D7,"{""support"": 1}"
subtree,official/sunnah-com-api/text_transform.py,1,3253,1A42083381BFCE55336967F77398E2A5EAC2827F84F45F1956526F3AF70E760A,"{""support"": 1}"
subtree,official/sunnah-com-api/uwsgi.ini,1,81,843D66AAEF84B1077348B6BA1800E1564A97BFE159102F4F000D82E3A3621AF9,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/.env.example,1,112,AAEDF705D27487BBE32F7D2ABA97A7405B331DBBED6967FEBA986681B4763828,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/.eslintrc.cjs,1,429,A1EF93BEA7BC8C4EF1D88A22718B4F104C0DCBC2D7768EB44E62196341DABEA3,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/.github,1,1074,7F0AE1865F9D447CC153307C289B1AA76480EE1187BB48715C9464227EB3FEF8,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/.gitignore,1,64,5B89A99BED7E5E617EE8656DC19BD456F29CA58EB3E3D278262D7C87276AFE3C,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/.prettierrc.json,1,68,FB181A4131C3E568BE6E24AE13C8F96D8283768741AB10ADDB31DACBC460C7F5,"{""payload_unselected"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/README.md,1,2874,E901ABF9918A2CE55314CE8ADBFA774879199C07CF78AEE6E0E1B343E7F6B8A8,"{""metadata"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/package.json,1,1141,10E6AD4B2054E2F59DEA615B6FEF66634DFAD24AF65499B3EBFD4CD91B328697,"{""metadata"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/src,13,11656,A88B8CB6A4360F7293AE459EB8A510F92CE79C51CE424FA33357C3AB6A8B04EB,"{""support"": 13}"
subtree,quarantined/ahmedbaset-hadith-api/tsconfig.json,1,251,01A700DC66526290B478FD5B4C86F7A8C94D0340FDCCDE640E75AAC5759A28DF,"{""payload_unselected"": 1}"
subtree,quarantined/ahmedbaset-hadith-api/types,1,1117,824CA70C43500C513627C7F177EC9407E097683DC3012D323937946417A675A4,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/.env.example,1,30,44F2B1FA8B3D482AFA5D7202D967D95BA30A99293C0319F64093B4C395776385,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/.gitignore,1,43,0439A0E4F9333EA49D58584A4977D70E0DF2CF426228F82699AF34E35E800DE9,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/README.md,1,4572,931364C11394D43F0FB26CA421FC617776B5B7C913942704283CE0B378FBEB54,"{""metadata"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/biome.json,1,270,CA1BA9C0C9D5ACA03F8C85C309057D1A4A07377E779D44EFE2BCA13AB649DABF,"{""payload_unselected"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/db,624,147946830,49404AB221A5B8F702937172A525004FB83B4532CE0C076C56B5315C8C75E233,"{""payload_unselected"": 618, ""principal"": 6}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/package.json,1,1169,9690CAD35590D6677BF6A3104BABA9A58AAE5E80A06AAE67127FB5C5F7C84E6F,"{""metadata"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/pnpm-lock.yaml,1,54101,47F817353FD9C80FE6EB791818D2531D33887849814C0DD572C1A9279E320A17,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/src,8,26585,CDE2F9AA943E3519C17DCC126739179531002308F2A179ED8FAC86B3BE616B14,"{""support"": 8}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/tsconfig.json,1,12013,080D04FBBB6BCE30398A21938ACB3CCEC537DBE406BB9C40AA9E1B967E23F3D3,"{""payload_unselected"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/tsup.config.ts,1,157,6E94EA436B26D103DB7E77C5B7A05BB7176DD617C429A76584F6BAAF6F4E2B8B,"{""support"": 1}"
subtree,quarantined/ahmedbaset-hadith-json-v1.2.0/types,1,1154,716BFC27786EA05D0D8B41DC0E61242403BF79DBA16F26D2D1290AE405047CF5,"{""support"": 1}"
subtree,quarantined/hf-sunnah-ar-en/.gitattributes,1,2520,F9890B961433A6ABD55C1996C806BCDB0CEF5A836987FB13A09FEFFB959914A3,"{""support"": 1}"
subtree,quarantined/hf-sunnah-ar-en/README.md,1,6880,B64A7DF3D26C0F221F86CB0ECAEBA1D503B10644D1D63F38455105ED30A23906,"{""metadata"": 1}"
subtree,quarantined/hf-sunnah-ar-en/sunnah_ar_en_dataset.jsonl.gz,1,16684525,F9CCF6795379701D62A0453912E8CEF9044FEAFEBEF0DB9D104EA44AB295A0AC,"{""principal"": 1}"
subtree,quarantined/hf-sunnah-dataset/.gitattributes,1,2580,97B391D30D3A35237A84B29AF2FAD3B3BFC2DBEBFAC04536BB66BD40C4C8AD97,"{""support"": 1}"
subtree,quarantined/hf-sunnah-dataset/README.md,1,4320,078026EEF0EE195D94406622708BC5ECD2CC7092820BD0C592A0A41988ADFFC3,"{""metadata"": 1}"
